,retraction_ind,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z,stress_induced
25,170,-0.00070426,0.047163062,0.027540015,-0.321393805,-0.556670399,0.766044443,19377.75553
62,172,-0.004195399,0.057848778,0.036893759,-0.604022774,-0.21984631,0.766044443,21423.00938
174,173,-0.004078443,0.056779016,0.03504834,-0.321393805,-0.556670399,-0.766044443,24294.18563
255,174,-0.004199527,0.054883171,0.037000943,-0.433012702,-0.75,-0.5,23476.46015
2,208,-0.004251283,0.068429664,0.052673116,-0.663413948,0.556670399,0.5,13622.19685
185,279,-0.003795233,0.057080094,0.032681618,-0.604022774,-0.21984631,0.766044443,20485.84515
119,280,-0.003628708,0.059092399,0.034490332,-0.492403877,-0.852868532,-0.173648178,20887.57615
312,308,-0.003123345,0.051611289,0.032219078,-0.111618897,-0.633022222,-0.766044443,27843.47227
421,309,-0.003458444,0.05233844,0.035170101,-0.321393805,-0.556670399,-0.766044443,22643.9332
586,310,-0.00382157,0.054213606,0.032536447,-0.492403877,-0.413175911,-0.766044443,17637.02332
340,351,-0.001566337,0.035805348,0.012789547,-0.150383733,-0.852868532,0.5,16015.08958
367,385,0.002129391,0.041393753,0.019396752,-0.171010072,-0.96984631,0.173648178,17942.21779
318,408,0.005738521,0.069757216,0.044564027,-0.111618897,0.633022222,0.766044443,28649.76512
437,416,0.003417755,0.05618678,0.01882421,-0.663413948,-0.556670399,-0.5,23672.72395
499,424,-0.000577953,0.054677669,0.021293901,-0.663413948,-0.556670399,-0.5,24369.22298
465,429,0.00429449,0.06106244,0.022544758,-0.813797681,-0.296198133,-0.5,21339.72178
536,436,0.0037639,0.058563162,0.020680381,-0.492403877,-0.413175911,-0.766044443,20854.73575
644,444,0.000868694,0.044662461,0.02306075,-0.433012702,-0.75,-0.5,20045.6746
617,446,-0.011767593,0.056260161,0.057902988,-0.663413948,-0.556670399,-0.5,13851.30344
693,455,0.002104776,0.061975513,0.024255887,-0.663413948,-0.556670399,-0.5,24278.29704
675,456,0.004729584,0.06366419,0.024593074,-0.26200263,-0.21984631,-0.939692621,25691.72507
735,471,0.005165245,0.065732695,0.027348207,-0.321393805,-0.116977778,-0.939692621,29838.04453
780,478,-0.003397872,0.058170311,0.029898146,-0.754406507,-0.633022222,0.173648178,20197.98761
837,479,-0.00202595,0.061096251,0.028725242,-0.492403877,-0.413175911,-0.766044443,25723.4268
764,481,0.002420136,0.064239167,0.026611956,-0.321393805,-0.116977778,-0.939692621,24713.63076
953,485,-0.002854937,0.052876923,0.025136858,-0.111618897,-0.633022222,-0.766044443,24949.74467
892,494,-0.002942748,0.05568495,0.025988445,-0.492403877,-0.852868532,-0.173648178,22841.79774
866,500,0.002874334,0.065911271,0.029370714,-0.64278761,7.87E-17,-0.766044443,27972.81711
1018,502,-0.000812638,0.047312304,0.024350192,-0.754406507,-0.633022222,-0.173648178,22505.82854
988,517,-3.21E-05,0.059977017,0.024282005,-0.492403877,-0.413175911,-0.766044443,23971.88477
1056,518,-0.001410644,0.060088634,0.026158163,-0.663413948,-0.556670399,-0.5,24662.48008
1157,519,-0.003488783,0.055893596,0.028531363,-0.492403877,-0.852868532,0.173648178,22167.36806
1136,529,-0.003819476,0.055820722,0.030734459,-0.321393805,-0.556670399,-0.766044443,24954.4501
1097,546,0.005840401,0.05769306,0.01929283,-0.321393805,-0.116977778,-0.939692621,16139.58477
1257,556,-0.00363075,0.053640105,0.030172562,-0.321393805,-0.556670399,-0.766044443,23624.87963
1284,557,-0.003433145,0.053372823,0.027642448,-0.171010072,-0.96984631,-0.173648178,26107.9871
1325,558,-0.003045803,0.051185425,0.029549131,-0.171010072,-0.96984631,0.173648178,17246.57934
1193,559,0.000273419,0.063986741,0.028911032,-0.925416578,-0.336824089,0.173648178,25688.83013
1459,571,-0.003983693,0.055040531,0.034448426,-0.321393805,-0.556670399,-0.766044443,24312.49482
1381,574,-0.000677771,0.064356111,0.034171633,-0.604022774,-0.21984631,-0.766044443,26358.10242
1402,575,0.000923575,0.065274477,0.031773143,-0.925416578,-0.336824089,-0.173648178,30582.05615
1475,612,-0.003499688,0.060631052,0.036597803,-0.813797681,-0.296198133,0.5,23800.61785
1518,624,-0.00213839,0.063338965,0.036557056,-0.925416578,-0.336824089,0.173648178,24799.49918
1584,625,-0.000103792,0.065615475,0.036654357,-0.925416578,-0.336824089,0.173648178,29123.66824
1614,657,-0.003273902,0.062133305,0.038923487,-0.813797681,-0.296198133,0.5,18868.09857
1543,667,0.000715894,0.066642806,0.039212678,-0.321393805,0.556670399,0.766044443,26211.65974
1677,668,-0.001575459,0.06464909,0.0390823,-0.813797681,-0.296198133,0.5,23807.12895
1728,677,0.000269369,0.045420114,0.041563641,-0.321393805,-0.556670399,-0.766044443,13163.80335
1643,693,0.001634883,0.06782449,0.041867536,-0.321393805,0.556670399,0.766044443,29283.27605
1808,704,-0.004287654,0.059434291,0.038972855,-0.663413948,-0.556670399,-0.5,24053.36572
1883,705,-0.004986033,0.058717351,0.041068546,-0.321393805,-0.556670399,-0.766044443,19793.67717
1772,709,0.005852991,0.04393417,0.039659381,-0.150383733,-0.852868532,-0.5,16048.21489
1835,721,-0.0009589,0.066010982,0.041767158,-0.925416578,-0.336824089,0.173648178,22297.16692
1740,744,0.002811604,0.069057442,0.044546183,-0.813797681,0.296198133,0.5,36063.54351
1979,749,-0.005641029,0.05706453,0.042525113,-0.321393805,-0.556670399,-0.766044443,22714.5444
1914,753,-0.004513776,0.062510364,0.043866549,-0.663413948,-0.556670399,-0.5,21535.57859
1946,757,-0.002745698,0.065204844,0.044263493,-0.492403877,-0.413175911,-0.766044443,20427.70432
2089,767,-0.005691023,0.052609891,0.043846764,-0.433012702,-0.75,-0.5,20524.09404
2001,774,0.003950184,0.042019691,0.045896761,-0.150383733,-0.852868532,-0.5,16661.60137
2018,775,0.005302834,0.043026052,0.042835128,-0.171010072,-0.96984631,-0.173648178,18620.86163
2055,783,-0.00465426,0.048250917,0.045820042,-0.433012702,-0.75,-0.5,19416.87888
2213,804,-0.004520948,0.050024163,0.043359995,-0.150383733,-0.852868532,-0.5,15881.96005
2170,813,-0.004550999,0.064140439,0.046604216,-0.925416578,-0.336824089,0.173648178,16331.74709
2131,815,0.001162845,0.042704891,0.046573754,-0.150383733,-0.852868532,-0.5,17542.95861
2235,833,-0.006163177,0.060995042,0.046494443,-0.754406507,-0.633022222,0.173648178,21547.10738
2144,838,0.006103069,0.039409678,0.051432982,-0.171010072,-0.96984631,0.173648178,18146.65533
2107,1173,0.004731059,0.035827868,0.016722791,-0.754406507,-0.633022222,0.173648178,11259.1977
2341,1453,-0.003725578,0.052029427,0.038459845,-0.111618897,-0.633022222,-0.766044443,21533.94335
2272,1512,-0.000522292,0.044364873,0.016493859,-0.663413948,-0.556670399,-0.5,18061.33938
2288,1513,-0.00099525,0.042964641,0.014936256,-0.492403877,-0.852868532,0.173648178,15217.36579
2355,1514,-0.004594217,0.052051686,0.04121042,-0.663413948,-0.556670399,0.5,18747.42322
