,retraction_ind,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z,stress_induced
69,8,-0.011388579,0.020418325,0.050092433,-0.433012702,-0.25,0.866025404,15715.34167
97,9,-0.01129378,0.017868599,0.048596177,-0.5,6.12E-17,0.866025404,11237.19318
40,10,-0.010988367,0.018158648,0.05161703,-0.5,6.12E-17,0.866025404,10371.58588
0,11,-0.011342216,0.020591324,0.047306988,-0.433012702,0.25,0.866025404,9547.861594
20,12,-0.011410641,0.018469863,0.045746099,-0.433012702,-0.75,0.5,12208.29429
84,18,-0.011223796,0.016216347,0.046484798,-0.25,-0.433012702,0.866025404,12726.51732
54,19,-0.01133911,0.016831823,0.044514507,-0.5,6.12E-17,0.866025404,13592.75749
27,20,-0.011308794,0.016173188,0.042566907,-0.5,6.12E-17,0.866025404,12767.0671
137,21,-0.011106961,0.014876165,0.044614937,-0.866025404,1.06E-16,0.5,13219.16333
119,22,-0.001751288,-0.013500715,0.027297707,0,0,1,9959.321885
159,25,-0.010971632,0.015041497,0.039958525,-0.5,6.12E-17,0.866025404,17005.91829
152,26,-0.010981016,0.014130392,0.042582586,-0.433012702,-0.75,0.5,13077.52697
205,27,-0.010668677,0.015470961,0.048381876,-0.25,-0.433012702,0.866025404,13106.39382
176,28,-0.010355474,0.015731959,0.050566915,-9.18E-17,-0.5,0.866025404,9871.710574
190,29,-0.010476401,0.01398065,0.046858855,-0.25,-0.433012702,0.866025404,12182.59812
114,35,-0.009570417,0.022632172,0.04084364,-0.5,0.866025404,6.12E-17,12523.40655
222,36,-0.008736235,0.024921726,0.042685483,-0.866025404,0.5,6.12E-17,10582.5988
241,37,-0.007839233,0.024663316,0.04004354,-0.433012702,0.75,0.5,12786.66462
235,41,-0.005143166,0.028776357,0.043867983,-0.433012702,0.75,0.5,10173.31996
227,42,-0.004778287,0.030079173,0.046163414,-0.5,0.866025404,6.12E-17,9001.454037
232,43,-0.003199251,0.030185647,0.04492658,-0.5,0.866025404,6.12E-17,9363.710219
252,44,-0.003040209,0.031310454,0.046915084,-0.5,0.866025404,6.12E-17,8443.318811
255,45,-0.005604568,0.031111255,0.048543822,-0.433012702,0.75,0.5,9686.935615
327,46,-0.007986656,0.008190782,0.040460989,-9.18E-17,-0.5,0.866025404,15979.27682
367,47,-0.007033667,0.006517639,0.038480602,-0.75,-0.433012702,0.5,14527.15998
294,48,-0.005932712,0.006450623,0.040922638,-0.5,6.12E-17,0.866025404,12403.59037
271,51,-0.011080096,0.020675402,0.04457166,-0.5,6.12E-17,0.866025404,21100.78049
341,60,-0.010169859,0.012297194,0.044473264,-0.5,6.12E-17,0.866025404,11916.1321
313,63,-0.011113027,0.017952237,0.040708929,-0.75,-0.433012702,0.5,12994.2739
262,65,-0.010170782,0.022841219,0.043554839,-0.433012702,0.75,0.5,9225.948747
282,66,-0.01075468,0.020460987,0.041918218,-0.433012702,0.25,0.866025404,12667.73266
384,67,-0.010399981,0.012310112,0.041280635,-0.75,-0.433012702,0.5,15363.87869
321,68,-0.000539599,0.030818917,0.045194648,-0.5,0.866025404,6.12E-17,7101.569368
355,69,-0.002215289,0.02943168,0.042842336,-0.433012702,0.75,0.5,9424.764585
471,71,-0.009180965,0.00801322,0.0349649,-0.5,6.12E-17,0.866025404,16545.06296
427,72,-0.008591151,0.008311287,0.037813075,-0.75,-0.433012702,0.5,27428.82269
438,73,-0.009736898,0.010297607,0.036806125,-0.5,6.12E-17,0.866025404,15837.27212
397,83,-0.000390871,-0.00279803,0.03188419,-9.18E-17,-0.5,0.866025404,13792.61509
414,91,-0.006692828,-0.01306881,0.025227789,-1,1.22E-16,6.12E-17,12136.95778
458,92,-0.007971233,-0.012961899,0.023644287,-9.18E-17,-0.5,0.866025404,11718.46575
504,93,-0.006841031,-0.014757135,0.023540463,-1.59E-16,-0.866025404,-0.5,14799.68788
522,103,-0.010214028,0.012429648,0.035460088,-0.75,-0.433012702,0.5,18305.38831
538,104,-0.010371438,0.012518196,0.038306322,-0.75,-0.433012702,0.5,16288.49433
572,105,-0.010511908,0.014878996,0.036671095,-0.5,6.12E-17,0.866025404,20336.27392
589,113,-0.001676696,0.002613416,0.037059154,-0.433012702,-0.25,0.866025404,14953.44136
558,115,-8.26E-05,0.003416048,0.038476456,0,0,1,16801.73256
505,120,-0.010719328,0.022969518,0.046261247,-0.433012702,0.25,0.866025404,14903.30137
549,133,-0.011138511,0.022848187,0.049008571,-0.433012702,-0.25,0.866025404,12430.5214
602,134,-0.011386748,0.022566551,0.051760279,-0.5,6.12E-17,0.866025404,10692.64056
623,163,-0.009679187,-0.008565591,0.023749122,-0.5,6.12E-17,0.866025404,15191.85356
647,164,-0.009229333,-0.011498346,0.022488151,-0.5,-0.866025404,6.12E-17,13686.97899
663,165,-0.008059055,-0.011018436,0.02485794,-0.5,-0.866025404,6.12E-17,20433.67496
