,retraction_ind,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z,area_exposed,stress_induced,displacement
89,8,-0.0113885793835,0.0204183254391,0.0500924326479,-0.4330127018922197,-0.7499999999999998,0.5000000000000001,2.019500104272227e-05,4466.329947272208,0.0033159319595202
99,9,-0.0112937800586,0.0178685989231,0.0485961772501,-0.2500000000000001,-0.4330127018922192,0.8660254037844387,2.2056122746098747e-05,6702.21802157858,0.0048067999247531
42,10,-0.0109883667901,0.0181586481631,0.0516170300543,-0.2500000000000001,-0.4330127018922192,0.8660254037844387,2.1020862756619654e-05,5471.292057472831,0.0040192572616741
20,11,-0.0113422162831,0.0205913241953,0.0473069883883,-0.4330127018922197,-0.7499999999999998,0.5000000000000001,2.115845287580763e-05,5413.940661373866,0.0039569027876567
2,12,-0.0114106405526,0.0184698626399,0.0457460992038,-0.4330127018922192,-0.25,0.8660254037844387,2.1560985033663493e-05,6524.8782516262645,0.0045196066963429
70,18,-0.0112237958238,0.016216346994,0.046484798193,-0.2500000000000001,-0.4330127018922192,0.8660254037844387,2.19231540578754e-05,7187.009859851708,0.004847799370449
61,19,-0.0113391103223,0.0168318226933,0.0445145070553,-0.4330127018922197,-0.7499999999999998,0.5000000000000001,2.182824321624664e-05,6411.071396579276,0.0046160711185058
33,20,-0.0113087939098,0.0161731876433,0.0425669066608,-0.4330127018922197,-0.7499999999999998,0.5000000000000001,2.2378369401043904e-05,7146.630288726531,0.0050830056891419
161,21,-0.0111069614068,0.0148761654273,0.0446149371564,-0.2500000000000001,-0.4330127018922192,0.8660254037844387,2.3046443953872585e-05,8215.714237984648,0.005739109402636
127,22,-0.00175128760748,-0.0135007146746,0.0272977072746,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,1.885100774723125e-05,4788.863747642821,0.0035728216096453
151,25,-0.0109716318548,0.0150414966047,0.039958525449,-0.4330127018922197,-0.7499999999999998,0.5000000000000001,2.301982973787895e-05,8704.742762709715,0.0058143380196041
134,26,-0.010981015861,0.0141303921118,0.0425825864077,-0.2500000000000001,-0.4330127018922192,0.8660254037844387,2.3417491505268583e-05,9105.600260679112,0.0062389588364149
206,27,-0.0106686772779,0.0154709611088,0.0483818762004,-9.184850993605147e-17,-0.4999999999999999,0.8660254037844387,2.364649702366884e-05,8025.610195063228,0.006057063165799
181,28,-0.0103554744273,0.0157319586724,0.0505669154227,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,2.2023251921841083e-05,5959.534969603899,0.004511226502456
191,29,-0.0104764010757,0.013980650343,0.0468588545918,-9.184850993605147e-17,-0.4999999999999999,0.8660254037844387,2.4110158731851344e-05,8663.126437436953,0.0065437767170583
113,35,-0.00957041699439,0.0226321723312,0.0408436395228,-0.7499999999999999,-0.4330127018922194,0.5000000000000001,1.8445946472018663e-05,6617.76980650882,0.0023621219407896
224,36,-0.0087362350896,0.0249217264354,0.042685482651,-0.8660254037844386,-0.5000000000000001,6.123233995736766e-17,1.6890307367902536e-05,2652.738448260607,0.0014535584145909
247,37,-0.00783923268318,0.0246633160859,0.0400435402989,-0.8660254037844386,-0.5000000000000001,6.123233995736766e-17,1.896972995606391e-05,3968.42930921405,0.0028322644314788
236,41,-0.00514316558838,0.0287763569504,0.043867982924,-0.75,0.4330127018922192,0.5000000000000001,1.4331592895244616e-05,3772.034946124023,0.0001465088981208
229,42,-0.00477828690782,0.0300791729242,0.0461634136736,-1.0,1.2246467991473532e-16,6.123233995736766e-17,1.460727314043344e-05,1333.8250599456371,0.0003034627879907
234,43,-0.00319925113581,0.0301856473088,0.0449265800416,-1.0,1.2246467991473532e-16,6.123233995736766e-17,1.6399855551853697e-05,1198.7252801754155,0.0012847103137374
254,44,-0.00304020941257,0.031310454011,0.0469150841236,-1.0,1.2246467991473532e-16,6.123233995736766e-17,1.5751955350531485e-05,908.2681445674442,0.0009071381339624
256,45,-0.00560456840321,0.0311112552881,0.0485438220203,-0.75,0.4330127018922192,0.5000000000000001,1.3935478527338277e-05,2378.6581660163224,7.494146566633402e-05
301,46,-0.00798665639013,0.00819078180939,0.0404609888792,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,2.3393919566937703e-05,9520.843709952584,0.0070647262307026
364,47,-0.00703366659582,0.00651763938367,0.0384806022048,-9.184850993605147e-17,-0.4999999999999999,0.8660254037844387,2.3387136942146186e-05,11074.681769486902,0.007817002523513
334,48,-0.0059327124618,0.00645062327385,0.0409226380289,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,2.273408424056653e-05,8505.410514499452,0.0067377862251244
262,51,-0.0110800955445,0.0206754021347,0.044571660459,-0.4330127018922192,-0.25,0.8660254037844387,2.172600876731612e-05,6867.007540619309,0.0045590365032595
349,60,-0.0101698590443,0.0122971935198,0.0444732643664,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,2.196684923464524e-05,7042.811114253829,0.0046646662127271
319,63,-0.0111130271107,0.0179522372782,0.0407089293003,-0.4330127018922197,-0.7499999999999998,0.5000000000000001,2.296747463212157e-05,7952.255380231774,0.0054821897814655
277,65,-0.0101707819849,0.022841218859,0.0435548387468,-0.7499999999999999,-0.4330127018922194,0.5000000000000001,1.7815341157670915e-05,5155.4393771486,0.002018169589877
287,66,-0.010754680261,0.0204609874636,0.0419182181358,-0.7499999999999999,-0.4330127018922194,0.5000000000000001,2.08536195139598e-05,5854.302975576052,0.003970782706171
386,67,-0.0103999814019,0.0123101118952,0.0412806347013,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,2.4576731321577044e-05,10140.29119563442,0.0073930445823114
309,68,-0.00053959863726,0.0308189168572,0.0451946482062,-0.4330127018922191,0.75,0.5000000000000001,1.4951786482144255e-05,2422.093786527036,0.0004135059937242
356,69,-0.00221528857946,0.0294316802174,0.042842335999,-0.75,0.4330127018922192,0.5000000000000001,1.4695270388739992e-05,3843.117372700731,0.0002180148976755
479,71,-0.00918096490204,0.0080132195726,0.0349649004638,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,2.4679546360424756e-05,14263.787877995444,0.0092674617835407
467,72,-0.00859115086496,0.00831128656864,0.0378130748868,-1.8369701987210294e-16,-1.0,6.123233995736766e-17,2.3584534992138687e-05,9465.105907707955,0.0068736051016994
428,73,-0.00973689835519,0.0102976066992,0.0368061251938,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,2.497956759061165e-05,13436.303011441412,0.0089166992718795
404,83,-0.000390870787669,-0.00279803015292,0.0318841896951,-1.8369701987210294e-16,-1.0,6.123233995736766e-17,2.04838186514816e-05,6107.132676030287,0.0054369213462101
417,91,-0.00669282767922,-0.0130688101053,0.0252277888358,-1.8369701987210294e-16,-1.0,6.123233995736766e-17,2.046166920742208e-05,6366.773989517021,0.0046780249239189
445,92,-0.00797123275697,-0.0129618989304,0.0236442871392,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,2.094163127953833e-05,6498.455522957141,0.0050731241677221
496,93,-0.00684103136882,-0.0147571349517,0.0235404632986,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,1.9060905852199505e-05,5861.027705076578,0.003805500007167
523,103,-0.0102140279487,0.012429648079,0.035460088402,-0.4330127018922197,-0.7499999999999998,0.5000000000000001,2.3986965272212727e-05,13125.897515454675,0.0077310025891044
534,104,-0.0103714382276,0.0125181963667,0.0383063219488,-0.4330127018922192,-0.25,0.8660254037844387,2.2757113063438436e-05,10414.266035045344,0.0063030148703951
578,105,-0.0105119077489,0.0148789957166,0.0366710945964,-0.4330127018922197,-0.7499999999999998,0.5000000000000001,2.247061496491148e-05,11806.590843742386,0.0060916834332083
595,113,-0.001676695887,0.00261341640726,0.0370591543615,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,2.0574193065907184e-05,7186.995220014417,0.0059623992168418
565,115,-8.26376854093e-05,0.00341604766436,0.0384764559567,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,2.0228513096410595e-05,6270.664957599883,0.0053620931504763
506,120,-0.0107193281874,0.0229695178568,0.0462612472475,-0.4999999999999999,6.123233995736765e-17,0.8660254037844387,1.834085609121769e-05,5080.765541397286,0.002397807767535
548,133,-0.0111385108903,0.0228481870145,0.0490085706115,-0.4999999999999999,6.123233995736765e-17,0.8660254037844387,1.734695737945061e-05,4298.2952716463005,0.0018006398902753
608,134,-0.0113867484033,0.0225665513426,0.0517602786422,-0.4330127018922197,-0.7499999999999998,0.5000000000000001,1.9937947944013608e-05,4177.051311021917,0.0031254410999969
630,163,-0.0096791870892,-0.0085655907169,0.0237491223961,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,2.2010291349943734e-05,8202.485298415319,0.0061680073414389
644,164,-0.00922933313996,-0.0114983459935,0.0224881507456,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,2.144445315397579e-05,7262.382035598054,0.0055306523386356
664,165,-0.00805905461311,-0.0110184364021,0.0248579401523,-1.8369701987210294e-16,-1.0,6.123233995736766e-17,1.8889922550661174e-05,6593.51226760883,0.0037376311074278
620,173,-0.00132993748412,-0.00344388373196,0.0097451871261,-9.184850993605147e-17,-0.4999999999999999,-0.8660254037844387,1.4502319478624488e-05,2654.770829280964,0.0002737062141105
708,199,-0.00817372370511,-0.0139689203352,0.0214502606541,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,2.101537324607729e-05,6485.723230850505,0.0050839300803934
677,204,-0.00950658321381,0.0102373277768,0.0395840667188,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,2.4184328198004056e-05,10717.06279352691,0.0076307974277424
688,207,-0.00989975221455,0.0103485258296,0.0344900526106,-0.2500000000000001,-0.4330127018922192,0.8660254037844387,2.4202448610353533e-05,14633.516775570675,0.0084479141448092
727,208,-0.0101413410157,0.0119131067768,0.0327439270914,-0.4330127018922197,-0.7499999999999998,0.5000000000000001,2.304748381125571e-05,14963.010073580388,0.0072886807306159
745,215,-0.00913020130247,-0.00587688619271,0.0256711188704,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,2.2617016328624143e-05,9871.220621167651,0.0071217552200299
792,216,-0.0100036300719,-0.00323165091686,0.024769756943,-1.59086285808736e-16,-0.8660254037844386,0.5000000000000001,2.3515052452626028e-05,12034.506267387856,0.0082933102073285
755,217,-0.010462988168,-0.0054667876102,0.0231226235628,-9.184850993605147e-17,-0.4999999999999999,0.8660254037844387,2.0252203566471305e-05,8127.181614039774,0.0049643691580389
813,223,-0.00912303756922,0.00998704973608,0.042510420084,-1.8369701987210294e-16,-1.0,6.123233995736766e-17,2.325191042098598e-05,6861.048501045306,0.005605814365189
818,253,-0.00493770791218,0.0016839322634,0.0148292239755,-0.4330127018922197,-0.7499999999999999,-0.4999999999999998,1.793113800232415e-05,10546.434739147586,0.0027319426031431
830,254,-0.00375973642804,0.00393671914935,0.0153748262674,-0.4330127018922197,-0.7499999999999999,-0.4999999999999998,1.7952156480293865e-05,12735.928574989252,0.0029395126432202
775,255,-0.00200762553141,0.00269400607795,0.014349071309,-0.75,-0.4330127018922194,-0.4999999999999998,1.503193073354228e-05,8533.313421251276,0.0013667281253642
766,256,-0.00167160667479,0.00564964720979,0.0155725395307,-0.75,-0.4330127018922194,-0.4999999999999998,1.6903503721738268e-05,11005.010884527494,0.0023160764042811
842,257,-0.00456972233951,0.00572869414464,0.0163757018745,-0.4330127018922197,-0.7499999999999999,-0.4999999999999998,1.8421308279425e-05,14640.519250950894,0.0034885890249929
886,259,-0.00548035372049,0.00379947223701,0.0160774439573,-0.4330127018922197,-0.7499999999999999,-0.4999999999999998,1.8293615657291392e-05,12893.377474117164,0.0031260181080569
899,260,-0.00679051084444,0.00500916643068,0.0173667427152,-0.4330127018922197,-0.7499999999999999,-0.4999999999999998,1.9278127625581955e-05,14053.757975697752,0.0036546983556716
854,289,-0.00392215605825,0.0277683436871,0.0406697466969,-1.0,1.2246467991473532e-16,6.123233995736766e-17,1.593560633471337e-05,2243.146562931799,0.0010701328883603
860,290,-0.00589890778065,0.026054404676,0.0395837686956,-1.0,1.2246467991473532e-16,6.123233995736766e-17,1.6693689248609715e-05,3104.509451867524,0.0015987397480768
872,291,-0.00668818689883,0.0266934018582,0.0418542549014,-1.0,1.2246467991473532e-16,6.123233995736766e-17,1.5829420825750065e-05,2585.2486309970564,0.0010617150861023
876,292,-0.00646157423034,0.0245469212532,0.0375750549138,-0.8660254037844386,1.0605752387249068e-16,0.5000000000000001,1.811063684305601e-05,7359.955137120415,0.0022693046526097
866,295,-0.00530901458114,0.0330311357975,0.0509742051363,-1.0,1.2246467991473532e-16,6.123233995736766e-17,1.6298763672954445e-05,878.5239108004978,0.0012204076553483
